t,dur,sbytes,dbytes,sttl,dttl,spkts,dpkts,sload,dload,rate,label,attack_cat,phase_id,is_drift_boundary
85.2,1.006077,1580,10168,31,29,12,18,11521.98047,76367.90625,28.82483,0,Normal,1,0
85.3,0.812591,3728,5474,31,29,32,24,35560.32422,51647.13672,67.684726,0,Normal,1,0
85.4,0.036014,3614,50036,31,29,60,62,789470.75,10935525.0,3359.804351,0,Normal,1,0
85.5,0.669771,546,354,254,252,10,8,5876.635254,3702.758057,25.381809,0,Normal,1,0
85.6,0.001656,544,304,31,29,4,4,1971014.5,1101449.25,4227.053046,0,Normal,1,0
85.7,0.079351,320,1862,31,29,6,8,26918.375,164333.1563,163.829062,0,Normal,1,0
85.8,0.000986,146,178,31,29,2,2,592292.0625,722109.5,3042.596172,0,Normal,1,0
85.9,0.223434,424,8824,31,29,8,12,13283.56445,289624.6875,85.036297,0,Normal,1,0
86.0,8e-06,90,0,254,0,2,0,45000000.0,0.0,125000.0003,0,Normal,1,0
86.1,0.006197,2054,2478,31,29,22,24,2531547.5,3065999.75,7261.578274,0,Normal,1,0
86.2,0.023014,9504,12402,31,29,108,116,3273138.25,4274268.0,9689.754195,0,Normal,1,0
86.3,0.051567,3718,50036,31,29,62,62,567649.875,7637287.5,2385.246406,0,Normal,1,0
86.4,0.037274,7820,15306,31,29,122,126,1664645.625,3259108.25,6626.603118,0,Normal,1,0
86.5,0.001006,146,178,31,29,2,2,580516.9375,707753.5,2982.107425,0,Normal,1,0
86.6,0.423862,3728,5474,31,29,32,24,68173.13281,99013.35938,129.759211,0,Normal,1,0
86.7,4.055738,19618,1087890,31,29,368,746,38592.23828,2143002.25,274.426013,0,Normal,1,0
86.8,0.744939,534,268,254,252,10,6,5165.523438,2405.565918,20.135876,0,Normal,1,0
86.9,0.018383,1540,1644,31,29,16,18,628406.6875,675841.8125,1795.136807,0,Normal,1,0
87.0,0.019813,1540,1644,31,29,16,18,583051.5625,627063.0625,1665.573168,0,Normal,1,0
87.1,0.001083,146,178,31,29,2,2,539242.875,657433.0625,2770.083151,0,Normal,1,0
87.2,8e-06,1162,0,254,0,2,0,581000000.0,0.0,125000.0003,0,Normal,1,0
87.3,0.026591,37268,3380,31,29,52,42,10996804.0,992817.125,3497.424044,0,Normal,1,0
87.4,1.05952,2934,3742,31,29,52,54,21730.5957,27733.3125,99.101479,0,Normal,1,0
87.5,0.042958,4238,63516,31,29,72,74,778434.75,11668700.0,3375.390009,0,Normal,1,0
87.6,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
87.7,0.033953,3614,50036,31,29,60,62,837392.875,11599329.0,3563.749904,0,Normal,1,0
87.8,1.084819,1580,10168,31,29,12,18,10685.6543,70824.71875,26.732571,0,Normal,1,0
87.9,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
88.0,1.009072,1580,10168,31,29,12,18,11487.7832,76141.25,28.739279,0,Normal,1,0
88.1,8e-06,200,0,254,0,2,0,100000000.0,0.0,125000.0003,1,Reconnaissance,1,0
88.2,0.039944,3062,32940,31,29,50,48,601041.4375,6459843.5,2428.399727,0,Normal,1,0
88.3,0.051963,3806,51808,31,29,64,66,576872.0,7855435.5,2482.535579,0,Normal,1,0
88.4,1.005486,788,268,254,252,10,6,5649.009277,1782.222656,14.918159,1,Reconnaissance,1,0
88.5,0.353499,424,8824,31,29,8,12,8396.063477,183061.3438,53.748385,0,Normal,1,0
88.6,0.000973,146,178,31,29,2,2,600205.5625,731757.4375,3083.247635,0,Normal,1,0
88.7,0.20299,1540,1644,31,29,16,18,56909.20703,61204.98828,162.569588,0,Normal,1,0
88.8,0.068895,2958,32642,31,29,48,50,336395.9688,3714638.25,1407.939675,0,Normal,1,0
88.9,0.47118,4276,114238,31,29,66,106,71514.07031,1921321.0,362.918636,0,Normal,1,0
89.0,0.029078,1540,1644,31,29,16,18,397276.3125,427264.5938,1134.87863,0,Normal,1,0
89.1,4e-06,168,0,254,0,2,0,168000000.0,0.0,250000.0006,1,Reconnaissance,1,0
89.2,1.255465,1522,642,254,252,16,12,9093.044922,3753.190918,21.505975,0,Normal,1,0
89.3,1.046419,2934,3740,31,29,52,54,22002.6582,28065.23828,100.342212,0,Normal,1,0
89.4,0.024882,3598,48710,31,29,60,62,1137850.625,15408729.0,4862.953151,0,Normal,1,0
89.5,0.023995,3598,48710,31,29,60,62,1179912.5,15978328.0,5042.71705,0,Normal,1,0
89.6,0.005493,2054,2478,31,29,22,24,2855998.5,3458947.75,8192.244452,0,Normal,1,0
89.7,1.161774,1684,10168,31,29,14,18,10769.73633,66133.34375,26.68333,0,Normal,1,0
89.8,1e-06,90,0,254,0,2,0,360000000.0,0.0,1000000.003,0,Normal,1,0
89.9,0.015624,12368,12924,31,29,68,64,6240143.5,6514593.0,8384.536739,0,Normal,1,0
90.0,0.211006,2054,2478,31,29,22,24,74348.59375,90044.83594,213.264077,0,Normal,1,0
90.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
90.2,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
90.3,0.001431,132,164,31,29,2,2,368972.75,458420.6875,2096.436127,0,Normal,1,0
90.4,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
90.5,8e-06,168,0,254,0,2,0,84000000.0,0.0,125000.0003,1,Reconnaissance,1,0
90.6,0.004332,1470,1728,31,29,22,14,2592797.75,2963989.0,8079.409191,0,Normal,1,0
90.7,0.030285,4238,63516,31,29,72,74,1104177.0,16551560.0,4787.848643,0,Normal,1,0
90.8,0.772757,794,764,254,252,14,14,7640.176758,7350.305664,34.939833,0,Normal,1,0
90.9,1.005841,1684,10168,31,29,14,18,12439.3418,76385.82813,30.81998,0,Normal,1,0
91.0,0.821112,978,86,62,252,6,2,7940.45166,418.944092,8.525025,0,Normal,1,0
91.1,1.155109,68023,612,254,252,60,14,463263.625,3940.753418,63.197496,0,Normal,1,0
91.2,0.471597,900,556,254,252,16,10,14317.30957,8498.782227,53.011365,0,Normal,1,0
91.3,0.970974,1002,354,254,252,10,8,7431.712891,2554.13623,17.508192,0,Normal,1,0
91.4,0.091966,3598,48710,31,29,60,62,307852.9063,4168931.75,1315.703584,0,Normal,1,0
91.5,1.854881,7812,15048,31,29,122,126,33416.69922,64387.95703,133.162178,0,Normal,1,0
91.6,14.967093,24848,1094788,31,29,442,858,13251.4707,584489.1875,86.790398,0,Normal,1,0
91.7,0.480662,756,268,254,252,10,6,11334.36816,3728.19165,31.206961,0,Normal,1,0
91.8,0.346022,3848,19084,31,29,50,52,87208.32813,432735.4688,291.888947,0,Normal,1,0
91.9,0.018034,1540,1644,31,29,16,18,640567.8125,688920.9375,1829.876904,0,Normal,1,0
92.0,0.043955,4654,72706,31,29,80,78,836491.875,13063179.0,3571.834973,0,Normal,1,0
92.1,0.621383,522,268,254,252,10,6,6051.018555,2883.889648,24.139701,0,Normal,1,0
92.2,8e-06,168,0,254,0,2,0,84000000.0,0.0,125000.0003,1,Reconnaissance,1,0
92.3,1.026017,2062,354,254,252,10,8,14471.49609,2417.114014,16.568927,0,Normal,1,0
92.4,0.003858,1052,824,31,29,8,10,1909797.75,1538621.0,4406.428155,0,Normal,1,0
92.5,1.004671,1580,10168,31,29,12,18,11538.10547,76474.78906,28.865171,0,Normal,1,0
92.6,1.522896,828,1252,62,252,10,10,3918.849121,5920.298828,12.476229,0,Normal,1,0
92.7,9e-06,78,0,254,0,2,0,34666664.0,0.0,111111.1072,0,Normal,1,0
92.8,0.37483,550,268,254,252,10,6,10564.78906,4780.833984,40.018141,0,Normal,1,0
92.9,0.00174,528,304,31,29,4,4,1820689.625,1048275.875,4022.988557,0,Normal,1,0
93.0,0.001067,130,162,31,29,2,2,487347.7188,607310.25,2811.621433,0,Normal,1,0
93.1,0.001044,130,162,31,29,2,2,498084.2813,620689.625,2873.563127,0,Normal,1,0
93.2,0.655301,9400,12298,31,29,106,114,113682.1172,148829.3281,334.19758,0,Normal,1,0
93.3,1.7e-05,168,0,254,0,2,0,39529412.0,0.0,58823.52838,1,Reconnaissance,1,0
93.4,1.099779,37914,3484,31,29,54,44,270687.0938,24768.61328,88.199537,0,Normal,1,0
93.5,0.599191,904,556,254,252,16,10,11321.93262,6689.019043,41.722922,0,Normal,1,0
93.6,0.00611,4136,2456,31,29,18,18,5115548.5,3037643.25,5728.314278,0,Normal,1,0
93.7,1.53451,1684,10168,31,29,14,18,8153.742676,50069.40234,20.201888,0,Normal,1,0
93.8,0.581356,534,268,254,252,10,6,6619.008301,3082.44873,25.801747,0,Normal,1,0
93.9,0.052739,2542,23508,31,29,40,42,376040.5,3481142.75,1535.865246,0,Normal,1,0
94.0,0.001035,146,178,31,29,2,2,564251.25,687922.75,2898.550823,0,Normal,1,0
94.1,0.001077,146,178,31,29,2,2,542246.9375,661095.625,2785.515187,0,Normal,1,0
94.2,0.066544,4014,59460,31,29,68,70,475474.9063,7046285.5,2058.788284,0,Normal,1,0
94.3,0.80542,608,646,254,252,10,10,5443.123047,5780.834961,23.590177,0,Normal,1,0
94.4,1.282794,2934,3742,31,29,52,54,17948.32227,22906.25,81.852581,0,Normal,1,0
94.5,6e-06,200,0,254,0,2,0,133333328.0,0.0,166666.6608,1,Reconnaissance,1,0
94.6,1.165497,710,354,254,252,10,8,4386.111816,2127.847656,14.586053,0,Normal,1,0
94.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,1,0
94.8,1.863138,564,354,254,252,10,8,2181.266357,1331.087646,9.124391,1,Reconnaissance,1,0
94.9,0.010967,2230,13500,31,29,34,36,1579283.25,9574177.0,6291.601857,0,Normal,1,0
95.0,2e-06,104,0,254,0,2,0,208000000.0,0.0,500000.0013,0,Normal,1,0
95.1,1.020317,2516,354,254,252,10,8,17759.1875,2430.617188,16.661489,0,Normal,1,0
95.2,0.0409,5174,83812,31,29,90,92,1000880.188,16215355.0,4425.427933,0,Normal,1,0
95.3,0.013833,2766,27770,31,29,44,46,1563796.625,15711414.0,6433.889822,0,Normal,1,0
95.4,9e-06,168,0,254,0,2,0,74666664.0,0.0,111111.1072,1,Reconnaissance,1,0
95.5,0.031783,3598,48918,31,29,60,62,890790.6875,12114401.0,3807.066715,0,Normal,1,0
95.6,8e-06,220,0,254,0,2,0,110000000.0,0.0,125000.0003,0,Normal,1,0
95.7,7.283294,25264,1094788,31,29,450,858,27688.57031,1201119.125,179.451765,0,Normal,1,0
95.8,0.425387,932,354,254,252,10,8,15778.57324,5829.985352,39.96361,1,Reconnaissance,1,0
95.9,0.001096,146,178,31,29,2,2,532846.75,649635.0625,2737.226368,0,Normal,1,0
96.0,1e-05,1898,0,254,0,2,0,759200000.0,0.0,100000.0025,0,Normal,1,0
96.1,0.782049,4658,354,254,252,12,8,43680.12891,3171.156738,24.295153,0,Normal,1,0
96.2,0.706434,1514,556,254,252,16,10,16080.76563,5673.565918,35.38901,0,Normal,1,0
96.3,1.163668,2934,3740,31,29,52,54,19785.71094,25237.4375,90.231919,0,Normal,1,0
96.4,0.584119,1506,268,254,252,10,6,18571.55664,3067.86792,25.679698,0,Normal,1,0
96.5,0.100432,2958,32642,31,29,48,50,230763.0938,2548191.75,965.827615,0,Normal,1,0
96.6,0.004575,568,320,31,29,4,4,744918.0,419672.125,1530.054596,0,Normal,1,0
96.7,0.017651,2558,23162,31,29,40,42,1130814.125,10248032.0,4588.975355,0,Normal,1,0
96.8,0.630796,564,354,254,252,10,8,6442.65332,3931.540283,26.950075,1,Reconnaissance,1,0
96.9,0.018033,1540,1644,31,29,16,18,640603.375,688959.125,1829.978402,0,Normal,1,0
97.0,1.1e-05,1064,0,254,0,2,0,386909088.0,0.0,90909.0902,0,Normal,1,0
97.1,0.504528,4616,3080,31,29,28,30,70592.71094,47220.375,112.976884,0,Normal,1,0
97.2,0.652851,900,642,254,252,16,12,10342.3291,7217.57373,41.357064,0,Normal,1,0
97.3,0.00989,2438,19266,31,29,38,40,1920323.5,15195146.0,7785.641798,0,Normal,1,0
97.4,0.00152,544,304,31,29,4,4,2147368.25,1200000.0,4605.26301,0,Normal,1,0
97.5,0.00099,146,178,31,29,2,2,589899.0,719191.9375,3030.303118,0,Normal,1,0
97.6,0.001126,146,178,31,29,2,2,518650.0938,632326.8125,2664.298498,0,Normal,1,0
97.7,0.225409,424,8824,31,29,8,12,13167.17578,287087.0313,84.291221,0,Normal,1,0
97.8,0.001716,544,304,31,29,4,4,1902097.875,1062937.0,4079.254013,0,Normal,1,0
97.9,0.001118,146,178,31,29,2,2,522361.3438,636851.5,2683.363113,0,Normal,1,0
98.0,0.028891,2958,32642,31,29,48,50,802187.5,8858122.0,3357.446852,0,Normal,1,0
98.1,0.001076,130,162,31,29,2,2,483271.3438,602230.4375,2788.103975,0,Normal,1,0
98.2,1.161485,632,682,254,252,12,12,3994.885986,4311.72168,19.802237,0,Normal,1,0
98.3,0.041894,3806,54798,31,29,64,66,715520.125,10305628.0,3079.199884,0,Normal,1,0
98.4,0.709771,7820,15306,31,29,122,126,87419.75,171153.7969,347.999577,0,Normal,1,0
98.5,0.004583,568,304,31,29,4,4,743617.6875,397992.5625,1527.383741,0,Normal,1,0
98.6,3e-06,200,0,254,0,2,0,266666656.0,0.0,333333.3215,1,Reconnaissance,1,0
98.7,0.282053,1612,268,254,252,10,6,41155.38672,6353.416016,53.181495,0,Normal,1,0
98.8,0.001003,146,178,31,29,2,2,582253.25,709870.4375,2991.027057,0,Normal,1,0
98.9,4e-06,168,0,254,0,2,0,168000000.0,0.0,250000.0006,1,Reconnaissance,1,0
99.0,0.001774,544,304,31,29,4,4,1839909.75,1028184.875,3945.884997,0,Normal,1,0
99.1,8e-06,138,0,254,0,2,0,69000000.0,0.0,125000.0003,1,Reconnaissance,1,0
99.2,0.001032,146,178,31,29,2,2,565891.5,689922.5,2906.976908,0,Normal,1,0
99.3,0.161367,320,1838,31,29,6,8,13236.90723,79768.47656,80.561701,0,Normal,1,0
99.4,0.005913,424,8824,31,29,8,12,501944.875,10944021.0,3213.258873,0,Normal,1,0
99.5,0.043888,2438,19266,31,29,38,40,432737.875,3424170.75,1754.465957,0,Normal,1,0
99.6,0.013929,2230,13500,31,29,34,36,1243448.875,7538229.5,4953.693688,0,Normal,1,0
99.7,0.036733,3614,50036,31,29,60,62,774017.875,10721476.0,3294.040649,0,Normal,1,0
99.8,0.018465,1540,1644,31,29,16,18,625616.0625,672840.5625,1787.164977,0,Normal,1,0
99.9,0.001068,130,162,31,29,2,2,486891.4063,606741.5625,2808.988808,0,Normal,1,0
100.0,0.931472,6056,678,254,252,18,12,49126.54297,5342.082031,31.133518,0,Normal,2,1
100.1,0.468629,608,646,254,252,10,10,9354.948242,9935.364258,40.543799,0,Normal,2,0
100.2,0.033979,3614,50036,31,29,60,62,836752.125,11590453.0,3561.023125,0,Normal,2,0
100.3,0.007942,424,8824,31,29,8,12,373709.375,8148073.0,2392.344376,0,Normal,2,0
100.4,0.325292,4480,2976,31,29,28,28,106243.0078,70582.74219,169.078863,0,Normal,2,0
100.5,0.014855,2766,27770,31,29,44,46,1456210.0,14630495.0,5991.248661,0,Normal,2,0
100.6,0.000995,146,178,31,29,2,2,586934.6875,715577.875,3015.075348,0,Normal,2,0
100.7,0.781081,842,1186,62,252,10,8,7763.599121,10631.41992,21.764708,0,Normal,2,0
100.8,0.002699,320,1826,31,29,6,8,791404.1875,4736569.0,4816.598629,0,Normal,2,0
100.9,0.270989,1972,268,254,252,10,6,52400.65234,6612.814453,55.3528,1,Fuzzers,2,0
101.0,0.001081,130,162,31,29,2,2,481036.0938,599445.0,2775.208228,0,Normal,2,0
101.1,0.334514,4264,3080,31,29,28,30,98339.67969,71219.74219,170.39646,0,Normal,2,0
101.2,0.00102,146,178,31,29,2,2,572549.0625,698039.25,2941.176566,0,Normal,2,0
101.3,0.780614,822,1174,62,252,10,10,7583.773438,10832.49805,24.339814,0,Normal,2,0
101.4,0.004812,568,320,31,29,4,4,708229.4375,399002.5,1454.696636,0,Normal,2,0
101.5,0.031888,3614,50036,31,29,60,62,891620.625,12350476.0,3794.530779,0,Normal,2,0
101.6,0.746453,1002,740,254,252,12,8,9849.24707,6944.844727,25.453713,1,Fuzzers,2,0
101.7,0.001085,146,178,31,29,2,2,538248.875,656221.1875,2764.976968,0,Normal,2,0
101.8,1.105946,1684,10168,31,29,14,18,11313.3916,69471.75,28.030303,0,Normal,2,0
101.9,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,0,Normal,2,0
102.0,1e-05,1350,0,254,0,2,0,540000000.0,0.0,100000.0025,1,Fuzzers,2,0
102.1,0.859461,622,354,254,252,10,8,5212.569336,2885.529297,19.779839,1,Fuzzers,2,0
102.2,1.678566,634,354,254,252,10,8,2721.370605,1477.45166,10.127692,0,Normal,2,0
102.3,1e-05,1074,0,254,0,2,0,429600000.0,0.0,100000.0025,0,Normal,2,0
102.4,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
102.5,0.952329,14190,354,254,252,18,8,112582.9453,2604.14209,26.251433,1,Fuzzers,2,0
102.6,0.945007,1014,740,254,252,12,8,7872.95752,5485.67334,20.105671,1,Fuzzers,2,0
102.7,0.000985,146,178,31,29,2,2,592893.375,722842.625,3045.685126,0,Normal,2,0
102.8,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
102.9,0.134872,986,86,62,252,6,2,48757.33984,2550.566406,51.90106,0,Normal,2,0
103.0,7e-06,78,0,254,0,2,0,44571428.0,0.0,142857.1409,1,Fuzzers,2,0
103.1,0.023954,3614,50036,31,29,60,62,1186941.625,16441179.0,5051.348349,0,Normal,2,0
103.2,0.01812,1540,1644,31,29,16,18,637527.5625,685651.1875,1821.192039,0,Normal,2,0
103.3,0.521107,568,304,31,29,4,4,6539.92334,3500.240723,13.432941,0,Normal,2,0
103.4,0.535889,978,86,62,252,6,2,12166.69824,641.92395,13.062406,0,Normal,2,0
103.5,0.048203,528,8824,31,29,10,12,78999.23438,1342489.125,435.657541,0,Normal,2,0
103.6,0.001056,146,178,31,29,2,2,553030.3125,674242.4375,2840.909069,0,Normal,2,0
103.7,0.00236,130,162,31,29,2,2,220338.9844,274576.2813,1271.186418,0,Normal,2,0
103.8,0.933765,7814,14990,31,29,122,126,66397.85938,127415.3594,264.520518,0,Normal,2,0
103.9,0.001045,146,178,31,29,2,2,558851.625,681339.6875,2870.813285,0,Normal,2,0
104.0,2.740653,2438,18508,31,29,38,40,6929.735352,52676.49609,28.095494,0,Normal,2,0
104.1,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
104.2,3.339001,17476,768,254,252,24,14,40126.97266,1710.691284,11.081159,1,Fuzzers,2,0
104.3,0.018416,1540,1644,31,29,16,18,627280.625,674630.75,1791.920018,0,Normal,2,0
104.4,0.001089,146,178,31,29,2,2,536271.8125,653810.8125,2754.820869,0,Normal,2,0
104.5,1.00873,1684,10168,31,29,14,18,12403.71484,76167.05469,30.731711,0,Normal,2,0
104.6,0.020844,2958,32642,31,29,48,50,1111878.75,12277874.0,4653.617468,0,Normal,2,0
104.7,0.834197,534,268,254,252,10,6,4612.819336,2148.173584,17.981364,0,Normal,2,0
104.8,0.008938,2230,13500,31,29,34,36,1937793.75,11747595.0,7719.848181,0,Normal,2,0
104.9,0.000964,146,178,31,29,2,2,605809.125,738589.1875,3112.033175,0,Normal,2,0
105.0,0.919592,910,556,254,252,16,10,7429.381348,4358.45459,27.185969,0,Normal,2,0
105.1,0.954319,874,268,254,252,10,6,6597.374512,1877.778809,15.718015,0,Normal,2,0
105.2,0.671064,738,268,254,252,10,6,7927.708496,2670.385986,22.352562,0,Normal,2,0
105.3,0.691329,534,268,254,252,10,6,5566.09082,2592.108887,21.697339,0,Normal,2,0
105.4,0.160187,4966,75600,31,29,86,86,245163.4531,3731688.5,1067.502317,0,Normal,2,0
105.5,0.037074,544,304,31,29,4,4,88040.14063,49198.89844,188.811568,0,Normal,2,0
105.6,1.922605,135669,870,254,252,112,20,559482.5625,3441.164307,68.136719,0,Normal,2,0
105.7,0.0,46,0,0,0,1,0,0.0,0.0,0.0,0,Normal,2,0
105.8,1.147808,7820,15306,31,29,122,126,54057.82422,105836.5234,215.192793,0,Normal,2,0
105.9,0.841698,2934,3740,31,29,52,54,27354.22852,34891.375,124.747833,0,Normal,2,0
106.0,0.324997,2550,268,254,252,10,6,56492.82813,5513.896973,46.154271,1,Fuzzers,2,0
106.1,0.466534,2302,268,254,252,10,6,35530.10156,3841.092041,32.151998,0,Normal,2,0
106.2,0.001062,146,178,31,29,2,2,549905.8125,670433.125,2824.858614,0,Normal,2,0
106.3,3e-06,1248,0,254,0,2,0,1664000000.0,0.0,333333.3215,1,Fuzzers,2,0
106.4,0.051485,2542,23508,31,29,40,42,385199.5938,3565932.0,1573.273821,0,Normal,2,0
106.5,1.101001,1580,10168,31,29,12,18,10528.60059,69783.76563,26.339667,0,Normal,2,0
106.6,1e-05,200,0,254,0,2,0,80000000.0,0.0,100000.0025,1,Fuzzers,2,0
106.7,0.003983,1052,824,31,29,8,10,1849862.0,1490334.0,4268.139778,0,Normal,2,0
106.8,0.000904,130,162,31,29,2,2,575221.25,716814.125,3318.584016,0,Normal,2,0
106.9,0.992126,534,354,254,252,10,8,3878.539551,2499.682617,17.134921,0,Normal,2,0
107.0,0.000108,503,0,64,0,2,0,18666666.0,0.0,9259.259244,0,Normal,2,0
107.1,0.042814,2438,19266,31,29,38,40,443593.1875,3510066.75,1798.477073,0,Normal,2,0
107.2,0.086145,528,304,31,29,4,4,36775.20703,21173.60352,81.258345,0,Normal,2,0
107.3,0.001026,130,162,31,29,2,2,506822.5938,631578.9375,2923.976572,0,Normal,2,0
107.4,0.354453,320,1930,31,29,6,8,6026.187012,38120.71094,36.676231,0,Normal,2,0
107.5,0.001195,146,178,31,29,2,2,488702.9063,595815.875,2510.460211,0,Normal,2,0
107.6,3.260406,24120,1094788,31,29,428,858,59045.40625,2683133.25,394.122693,0,Normal,2,0
107.7,0.00688,2054,2582,31,29,22,26,2280232.75,2887209.5,6831.395579,0,Normal,2,0
107.8,9e-06,200,0,254,0,2,0,88888888.0,0.0,111111.1072,1,Fuzzers,2,0
107.9,1.392081,1106,716,254,252,12,8,5827.24707,3603.238525,13.648631,1,Fuzzers,2,0
108.0,0.931905,7818,15180,31,29,122,126,66564.72656,129283.5703,265.048484,0,Normal,2,0
108.1,0.068897,3936,2560,31,29,18,20,431716.9063,282392.5625,537.033532,0,Normal,2,0
108.2,0.664138,1626,830,254,252,12,10,17960.12305,8998.129883,31.619934,1,Fuzzers,2,0
108.3,0.524147,588,268,254,252,10,6,8089.333984,3418.888428,28.617927,0,Normal,2,0
108.4,0.005988,4136,2456,31,29,18,18,5219773.0,3099532.5,5845.023418,0,Normal,2,0
108.5,0.039864,4238,63516,31,29,72,74,838852.125,12574353.0,3637.367054,0,Normal,2,0
108.6,9e-06,90,0,254,0,2,0,40000000.0,0.0,111111.1072,0,Normal,2,0
108.7,0.046978,3182,39076,31,29,52,54,531482.8125,6531227.5,2235.088739,0,Normal,2,0
108.8,6e-06,1466,0,254,0,2,0,977333312.0,0.0,166666.6608,0,Normal,2,0
108.9,0.61793,37808,3484,31,29,54,44,480416.875,44082.66406,156.97571,0,Normal,2,0
109.0,0.001696,544,304,31,29,4,4,1924528.25,1075471.75,4127.35851,0,Normal,2,0
109.1,1.312122,1490,720,254,252,12,8,8328.494141,3841.106201,14.480361,1,Fuzzers,2,0
109.2,9e-06,104,0,254,0,2,0,46222220.0,0.0,111111.1072,0,Normal,2,0
109.3,0.109971,4238,63516,31,29,72,74,304080.1563,4558147.0,1318.52941,0,Normal,2,0
109.4,0.040141,5174,83812,31,29,90,92,1019805.125,16521960.0,4509.105253,0,Normal,2,0
109.5,0.522469,4480,3080,31,29,28,30,66147.46875,45598.87891,109.097385,0,Normal,2,0
109.6,0.02793,2958,33044,31,29,48,50,829788.75,9275761.0,3472.968036,0,Normal,2,0
109.7,0.043314,3806,54798,31,29,64,66,692062.625,9967771.0,2978.251923,0,Normal,2,0
109.8,0.001032,146,178,31,29,2,2,565891.5,689922.5,2906.976908,0,Normal,2,0
109.9,0.834587,2934,3740,31,29,52,54,27587.29883,35188.66406,125.810734,0,Normal,2,0
110.0,0.000956,146,178,31,29,2,2,610878.6875,744769.875,3138.075302,0,Normal,2,0
110.1,0.016455,2958,32642,31,29,48,50,1408447.25,15552719.0,5894.864687,0,Normal,2,0
110.2,0.349834,4536,3080,31,29,28,30,100024.5859,68100.875,162.934423,0,Normal,2,0
110.3,1.607149,7810,15494,31,29,122,126,38557.71875,76518.10938,153.688301,0,Normal,2,0
110.4,0.633787,37808,3484,31,29,54,44,468397.125,42979.74219,153.04827,0,Normal,2,0
110.5,0.025862,3598,48710,31,29,60,62,1094733.5,14824839.0,4678.678983,0,Normal,2,0
110.6,0.004445,568,312,31,29,4,4,766704.125,421147.3438,1574.803119,0,Normal,2,0
110.7,1.265768,1684,10168,31,29,14,18,9884.907227,60699.90625,24.491059,0,Normal,2,0
110.8,1.013111,1684,10168,31,29,14,18,12350.07813,75837.69531,30.598819,0,Normal,2,0
110.9,1.452215,7810,14540,31,29,122,126,42671.36719,79464.82031,170.085013,0,Normal,2,0
111.0,0.021132,2934,3742,31,29,52,54,1089532.5,1390497.875,4968.767795,0,Normal,2,0
111.1,0.004124,1470,1728,31,29,22,14,2723569.25,3113482.0,8486.905499,0,Normal,2,0
111.2,0.039255,2438,19266,31,29,38,40,483810.9688,3828302.0,1961.53353,0,Normal,2,0
111.3,0.000922,130,162,31,29,2,2,563991.3125,702820.0,3253.796175,0,Normal,2,0
111.4,1.89388,9140,764,254,252,18,14,36466.93359,2999.134033,16.368513,1,Fuzzers,2,0
111.5,0.039937,5174,83812,31,29,90,92,1025014.375,16606355.0,4532.138036,0,Normal,2,0
111.6,1.005838,1580,10168,31,29,12,18,11524.71875,76386.05469,28.83168,0,Normal,2,0
111.7,0.403993,978,86,62,252,6,2,16138.89356,851.499878,17.327032,0,Normal,2,0
111.8,0.001041,146,178,31,29,2,2,560999.0625,683957.75,2881.844351,0,Normal,2,0
111.9,0.690262,806,1186,62,252,10,8,8414.196289,12030.21387,24.628329,0,Normal,2,0
112.0,0.735865,1540,1644,31,29,16,18,15698.53125,16883.53125,44.845182,0,Normal,2,0
112.1,0.013388,1540,1644,31,29,16,18,862862.25,927995.1875,2464.893856,0,Normal,2,0
112.2,0.037645,3598,48710,31,29,60,62,752078.625,10184619.0,3214.238196,0,Normal,2,0
112.3,0.021779,2958,33044,31,29,48,50,1064144.375,11895495.0,4453.831517,0,Normal,2,0
112.4,14.205604,270,0,254,0,6,0,126.710564,0.0,0.351974,0,Normal,2,0
112.5,0.000992,130,162,31,29,2,2,524193.5625,653225.8125,3024.193589,0,Normal,2,0
112.6,0.211057,986,86,62,252,6,2,31157.45898,1629.891357,33.166395,0,Normal,2,0
112.7,0.004598,424,8824,31,29,8,12,645498.0,14073945.0,4132.231327,0,Normal,2,0
112.8,0.926707,918,556,254,252,16,10,7432.77002,4324.991699,26.977242,0,Normal,2,0
112.9,0.007086,2054,2478,31,29,22,24,2213943.0,2681343.5,6350.550435,0,Normal,2,0
113.0,11.880885,180,0,254,0,4,0,90.902321,0.0,0.252506,0,Normal,2,0
113.1,0.010848,2438,18508,31,29,38,40,1750737.5,13308260.0,7098.082783,0,Normal,2,0
113.2,1.018779,566,354,254,252,10,8,4004.793701,2434.286377,16.686641,1,Fuzzers,2,0
113.3,1.047014,2934,3742,31,29,52,54,21990.1543,28064.57227,100.285192,0,Normal,2,0
